"id","name_tc","description_tc","slug"
"241","蘋果-iPhone營收","蘋果核心業務為 iPhone 智慧型手機，占總營收比重高達約 50% ，可藉由 iPhone 銷售狀況觀察全球手機市場需求，以及蘋果公司品牌競爭力。","global-iphone-revenue"
"243","Apple-各產品占蘋果營收比重","從各產品別營收比重，可判斷營收的主要成長動能。目前以 iPhone 最高，服務業務排名則上升至第二高。","global-iphone-sales-ratio"
"248","Apple-總營收","Apple 公司（股票代號：AAPL），最初由 Steve Paul Jobs 、 Ronald Gerald Wayne 創立於 1976 年 4 月 1 日。 Apple 營收包含 iPhone 、 iPad 、 Mac 、穿戴裝置與居家配件、服務營收等類別。

隨著 Apple 硬體裝置日趨飽和，其終端裝置已在全球具備高滲透率（全球 iPhone 用戶估計超過 10 億）。 Apple 是否能逐漸將其額外轉化為服務營收，包含訂閱制和數位廣告業務等，成為後續營收成長動能的關鍵。","global-apple-revenue"
"250","蘋果各地區營收 (年增率)","蘋果各地區營收（年增率），可判斷該產品營收長期趨勢。","global-apple-region-growth"
"251","Apple-各地區營收","Apple 各地區營收，以北美最高，歐洲維持第二，大中華第三。","global-apple-region-revenue"
"254","百城價格指數","百城價格指數反映中國 100個重要城市的房價與其變化趨勢。

2015年 4月見底後逐步上升，在 2016年更是在一線城市的帶領，和二三線城市接棒的情況下，加快了上漲的速度。","cn-residential-house-price-index-hpi100"
"255","中國-一線城市房價(年增率)","「北上廣深」等一線城市一向為中國房價漲勢的領先者，此房價使用新建商品住宅價格 (年增率)，觀察房價長期變化趨勢。
","cn-first-tier-city-housing-price-newly-consructed-commercial-residential-buildings-growth-rate"
"256","中國-貸款基準利率(2015 年前參考基準)","貸款基準利率，是中國官方早年利用行政手段直接設定的基準利率，是早期貸款利率定價的核心參考指標。

2013 年，中國人行取消了「貸款利率圍繞基準利率浮動」的行政管制，並透過「市場利率定價自律機制」制定了「貸款基礎利率（LPR）」的報價規則，讓商業銀行根據商業原則更自主地進行利率定價，LPR 逐步成為金融機構定價的全新參考指標。

隨後，人行不再更新貸款基準利率，2015 年 10 月 24 日迄今，1 年期人民幣貸款基準利率始終維持在 4.35%，不再及時反應中國境內市場利率環境的變化。

然而，「貸款基礎利率（LPR）」在實行過程中，仍有與貸款基準利率掛鉤的問題，2019 年，為了加速推進利率市場化（自由化）改革，人民銀行針對貸款基礎利率（LPR）的報價規則作了進一步的完善，同時將其更名為「貸款市場報價利率（LPR）」，並宣佈自 2020 年起金融機構所簽訂的新貸款合約不得參考貸款基準利率。","cn-peoples-bank-of-china-interest-rate"
"257","中國-外匯存底月變動&人民幣","外匯存底與人民幣走勢相符，為資金流向指標之一，可由此觀察人民幣走勢。

外匯存底連續數月減少，反映資金流出，人民幣趨向貶值。
外匯存底連續數月增加，反映資金流入，人民幣趨向升值。


","cn-foreign-exchange-reserves"
"258","中國-外商直接投資","中國商務部所公佈的外商直接投資數據，是指外國企業為獲得在中國本地市場的利益，所作的投資決策，該數據反映全球各國企業對中國市場的投資意願，中國境內龐大人口所帶來的內需市場，一直是各大跨國企業所無法忽視的。

備註：自 2023 年 7 月起，中國商務部暫時中斷公佈美元計價金額的公佈，人民幣計價的金額從 2014 年至今延續公佈。","cn-foreign-direct-investment"
"259","中國-規模以上工業企業利潤總額","中國工業企業利潤指企業在生產經營過程中各種收入扣除各種費用後的盈餘，反映企業在報告期內實現的盈虧總額，統計範圍為年主營業務收入為 2000 萬元及以上的工業企業，若工業需求強勁，或價格上升，均有助於工業企業利潤增長。

註：未公佈 1 月份數據 ，其餘月份為當年度累計","cn-industrial-enterprises-total-profits"
"260","中國-M1減M2 vs.滬深300","中國貨幣供應量為流動性觀察指標之一，主要可分為三種：
廣義貨幣供給（M2）＝ M1+居民儲蓄存款+企業定期存款+外幣存款+信託類存款
狹義貨幣供給（M1）= 流通中的貨幣+企業活期存款+機關團體部隊存款+農村存款+個人持有的信用卡類存款，其中企業活期存款佔中國 M1 比重高達 40%以上。
貨幣供給（M0）= 流通中的貨幣。

M1 增速＞M2 增速表示民間投資對於未來是「正向」看待，願意把錢放在活期存款準備隨時投資。
M1 增速＜M2 增速表示民間投資對於未來是「負向」看待，只願意把錢放在定存帳戶，不願意投資。","cn-china-m1-m2"
"261","中國-鐵路貨運量","中國鐵路貨運量為李克強指數的指標之一，源自於李克強在擔任遼寧省委書記時，因為不相信 GDP 而透過三個指標來追蹤遼寧的經濟動向，包括：鐵路貨運量、用電量和銀行貸款發放量
通常運輸量愈大，代表經濟發展愈活絡，因此也可作為驗證股市走勢的基本面指標。

由於鐵路運輸較為環保，因此於 2018 年開始，中國政府開始推動公路轉鐵路的貨運政策，希望於 2020 年鐵路貨運量可以較 2017 增加 30％。","cn-freight-traffic-railways"
"262","中國-存款準備金率","存款準備金為金融機構為保證客戶提取存款和資金清算需要而準備的資金，而存款準備金率為金融機構按規向中國人行繳納的存款準備金佔其存款總額。

當人行上調存款準備金率，存款類金融機構存在央行錢增加，市場資金流動性緊縮。
當人行下調存款準備金率，存款類金融機構存在央行錢減少，市場資金流動性寬鬆。
","cn-required-deposit-reserve-ratio"
"263","中國-固定資產投資-三大產業","中國三大產業簡單分類如下：
1. 第一產業：農業、林業、牧業和漁業
2. 第二產業：製造業、採礦業、建築業和公共工程等，為第二大占比
3. 第三產業：商業、金融、保險、不動產業、運輸、通訊業等，為最大佔比

中國近年不斷調整產業結構，第三產業固定資產投資的整體占比與成長率已經超越第二產業。

註：未公佈 1 月份數據，其餘月份為當年度累計","cn-investment-completed-fixed-assets-primary-secondary-tertiary-industry-growth-rate"
"264","全球-蘋果供應鏈股價指數","供應鏈股價指數為以下 12 家全球蘋果供應鏈股價計算而成。
1. Avago
2. Cirrus 
3. Analog Devices 
4. Qorvo 
5. NXP Semiconductors 
6. Texas Instruments 
7. Skyworks Solutions 
8. Sharp 
9. Qualcomm 
10. Murata Manufacturing 
11. Renesas Electronics 
12. InvenSense

註：股價以還原權值計算之","apple-stock-index"
"265","台灣-蘋果供應鏈股價指數","供應鏈股價指數為以下 12 家全球蘋果供應鏈股價計算而成。
1. 台積電 ( 2330.TW )
2. 鴻海 ( 2317.TW )
3. 和碩 ( 4938.TW )
4. 大立光 ( 3008.TW )
5. 可成 ( 2474.TW )
6. 鴻準 ( 2354.TW )
7. 日月光 ( 2311.TW)
8. 廣達 ( 2382.TW )
9. 台郡 ( 6269.TW )
10.  F-臻鼎 ( 4958.TW )
11. 穩懋 ( 3105.TWO )
12. 宏捷科 ( 8086.TWO)


註 1： 台灣供應鏈股價指數股價以還原權值計算之。
註 2：2020／08／31 蘋果股票一股拆分為四股，股價同步調整。","apple-stock-index-taiwan"
"266","中國-用電量","中國用電量為李克強指數的指標之一，源自於李克強在擔任遼寧省委書記時，因為不相信 GDP 而透過三個指標來追蹤遼寧的經濟動向，包括：鐵路貨運量、用電量和銀行貸款發放量
可用來衡量工業生產活動的活躍程度，與工業經濟活絡度最具相關性的指標。","cn-electricity-consumption"
"267","中國-新增信貸","即社會融資的細項「人民幣貸款增量」，或稱新增信貸，中國新增信貸包含第一次向某家銀行貸款，以及還款後再次申請的貸款，而信貸增長變化與經濟活動狀況息息相關。

當中國景氣狀況佳，自然使得經濟活動主體企業對信貸需求增長的增強。
當中國景氣狀況差，自然使得經濟活動主體企業對信貸需求增長的減少。","cn-new-loans"
"268","中國-名目GDP","國內生產毛額（Gross Domestic Product，GDP），指一國在一段特定期間內，所生產的最終勞動或商品的總價值，為衡量一個國家經濟狀況和發展水平的重要經濟指標，而未剔除通膨影響前為「名目 GDP 」，剔除通膨影響則稱為「實質 GDP 」，較能反映真實經濟成長。近年中國政府調整經濟結構「減投資、擴內需」，希望能從過往追求高成長轉向高質量階段，目前為全球第二大經濟體。 GDP 組成中主要以投資為主，消費為輔。

註：官方公佈絕對值以名目價格計算，增速以實質價格計算。","cn-gdp"
"269","中國-三大產業增加值(當季值)","中國三大產業主要分類如下：
第一產業：農業、林業、牧業和漁業
第二產業：製造業、採礦業、建築業和公共工程等，為 GDP 第二大項。
第三產業：商業、金融、保險、不動產業、運輸、通訊業等，為 GDP 最大項。

中國政府逐步調整產業結構，在 GDP 占比中，第三產業增加值於 2013 年正式超過第二產業，並逐漸拉大差距。","cn-china-gdp-value-added-primary-secondary-tertiary-industry"
"271","中國-房地產新開工面積","新開工面積為本期新開工建設的房屋面積，不包括在上期繼續施工的房屋建築面積和上期停緩建而在本期復工的建築面積，房屋的開工以房屋正式開始破土刨槽（地基處理或打永久樁）的日期為準，屬於觀察房市供給端的重要指標之一，為房地產開發投資情況的先行指標。

註：未公佈 1 月份數據 ，其餘月份為當年度累計。","cn-housing-investment"
"272","中國-房地產開發投資(到位資金)","房地產開發企業本年到位資金為房企實際可用於房地產開發的各種貨幣資金及來源渠道，可細分為國內貸款、利用外資、自籌資金、定金及預收款、個人按揭貸款和其他資金。

註：未公佈 1 月份數據 ，其餘月份為當年度累計。","cn-sources-of-total-funds-of-enterprises-for-real-estate-development"
